,Unnamed: 0,id,public_metrics,text,likecount,author_id,created_at,edit_history_tweet_ids
195,195,1580632019033202688,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","Tried the Hot Ones Spicy Chicken sandwich from @shakeshack &amp; the Apple Cider Donut milkshake for dessert. It was flavorful with some spice, but I wouldn’t call it super spicy. There was a little tingle. I’d definitely eat it again! The milkshake tasted like the epitome of fall! https://t.co/TwydwdFOFg",2,,,
196,196,1580619123351949314,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}","@KevinEkmark As a benchmark, I had lunch at @shakeshack yesterday and they wanted 20% for simply taking my order.  I can't imagine what furniture movers deserve. Truckloads?",2,,,
197,197,1580616890262904833,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Boaz25 @Len_267 @SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th @AMCTheatres No appearance was necessary. They have 38 stores in NY State. That's alot of time, energy and legal expense for an action that should simply require a $128 fee and a 6 page form. Happy to move on fr discussion, as happens w CB8 can be over-litigated, beating dead horse.",1,,,
198,198,1580615907532951555,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Definitely never ordering @shakeshack or any company that uses @UberEats again 🤙,0,,,
199,199,1580615383316574209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack I would walk across the globe and split seas for a shack burger to be quite honest,0,,,
200,200,1580611096456892418,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Lunch. Burgers and fries from Shake Shake near Gate A28 at Hartsfield-Jackson Atlanta International Airport. 🍔🍟 @shakeshack
@ATLairport

https://t.co/NYYtIul8gS

#Atlanta #AtlantaEats #AtlantaFood #YelpAtlanta 🍴 https://t.co/vK4rCTd2C8",0,,,
201,201,1580607440051003393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#cheatday @shakeshack #shakeshack @ ShakeShack https://t.co/51JfRk4SFY,0,,,
202,202,1580607286795329545,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@_Virtualtourism @firstwefeast @shakeshack Sadly the sauce didn’t show in the photos lol but it was deelish~ 😉,0,,,
203,203,1580604654043672576,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","@Len_267 @SquireforNY @elainew70888908 @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th @Len_267  - I agree with you 100% the community Board 8  would have stood behind @shakeshack  just like they have stood behind @AMCTheatres. The way that I see it, The debate here is whether big chains should show up in front of the community or should not show up.",4,,,
204,204,1580602374543982592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","@elainew70888908 @SquireforNY @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th @elainew70888908  - Elaine, so in general, are you OK with businesses  (small/medium/large) not showing up to CB8 meetings?",3,,,
205,205,1580600051700596736,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@KenKenVega1 @firstwefeast @shakeshack Banging 👌,1,,,
206,206,1580594168338198528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Like any politician who knows he’s been caught abusing his authority, @SquireforNY is digging in— refusing to release the @shakeshack correspondence that hurt his feelings. We confirmed with @NY_SLA, Mr. Squire is the one who wants special treatment, not Shake Shack. https://t.co/gjRVMteMUr",1,,,
207,207,1580589477051133952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@SquireforNY @AFineBlogger @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th You’re asking for something not required by law and getting bent out of shape they didn’t acquiesce to your demands. *YOU* want special treatment.,2,,,
208,208,1580589205558022144,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",@AFineBlogger @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th We asked that they come to the committee just as all other local businesses do. They refused on the basis that they are too large to have to bother with that. We do not agree that different rules apply to large corps. You want them to get special treatment,0,,,
209,209,1580588438998614016,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@AFineBlogger @SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th I dont see that at in your approach. You represent your positions fairly and respectfully.  I find a lot of NYC leaders get very hostile with people that have different options. Frankly it is an epidemic in our country now. Lots of passion these days, but not a lot of discussion!",1,,,
210,210,1580587120648867841,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}","ICYMI: There’s a @shakeshack underneath the High Line! Treat yourself to a burger with some crinkle-cut fries on your next visit. 

📍Gansevoort and Washington Streets https://t.co/knZ2jrDaJj",12,,,
211,211,1580586921092227072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@Len_267 @SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th Somehow I have been described by @SquireforNY @WillBrightbill as having ""rage"" + ""viciously attacking"" @CB8M + being a hamburglar. Perhaps a bit of displacement? Go to the video tape, at 2:15 and 2:40, I couldn't be more deferential and downright mellow.
https://t.co/HxfPSOVt4g",2,,,
212,212,1580585122944155648,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack Does a 6 hour flight count?? Also when are you sertimg up shack in India?,0,,,
213,213,1580585089955958784,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@SquireforNY @elainew70888908 @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th This is feeling more emotional than practical.  We need it to be easier for businesses to function in the city.  The burden is too high and not providing value to the community.  Frankly this did not necessities CB involvement.Lets not be emotional at the expense of the community,1,,,
214,214,1580584570692329473,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@AFineBlogger @CB8M @shakeshack I agree, they are a good business and valuable for the community.  In this case CB8 is not serving us well - it needs to be easier for business to function in the city, yes with proper oversight that works for all.  This seems unnecessary relative to the change and heavy handed.",1,,,
215,215,1580584396016738304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th Russell, perhaps you should learn the law. They are not required to appear for a simple corporate change, SLA confirmed as much. Hurt feelings are not an excuse for retaliation.",1,,,
216,216,1580584305478496256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Found out there was a new @shakeshack at the mall, had to stop in and try the #HotOnes @seanseaevans chicken sandwich. Skipped the Last Dab sauce because I wanted to taste it. Gets a 👍 from me, I'll be back. Promise I'm not a shill!",1,,,
217,217,1580583471390502912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@marcmorehouse You put $28 worth of Shake Shack in front of me and I will tell you to order round 2.  That stuff is the best.  @shakeshack,2,,,
218,218,1580581400599613440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack Emailing you now,0,,,
219,219,1580580972386738176,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack when is the @DerbyStShops hingham store opening???,0,,,
220,220,1580580679523311616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th Who is enraged here Russell? I was simply pointing out that Shack was a good neighbor. Is there something wrong with that?,0,,,
221,221,1580580462153838592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th This ONLY applies to ""SUBSTANTIAL CHANGE"" or 80% or more of licensed principals or one partner taking greater than 80%. Not sure the case here, but @shakeshack would be compliant on this as well.",0,,,
222,222,1580579898753953792,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th *Section 110-b states that all on premise licensees located within the City of New York must notify the local community board of their intent
to file an application for substantial corporate change. The standardized form must be sent via: certified mail, return receipt requested",0,,,
223,223,1580579491025661952,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th ""ALL Corporate Change applications must be accompanied by the following applicable documentation: .....
9) Standardized notice form for providing 30-day advanced notice to a Community Board within the City of New York *""",0,,,
224,224,1580578680018870274,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th ""A corporate licensee may have a change of officers, directors and stockholders
without going through the entire application process. In such a case the licensee has to submit
information regarding the new persons coming into the corporation and the financing involved.""",0,,,
225,225,1580578464222310400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@elainew70888908 @SquireforNY @WillBrightbill @CB8M @shakeshack @East86th Not a lawyer, but seems according to SLA website that a change in shareholders/partners of this type only requires written notification to CB, not an appearance or presentation. I believe this was fulfilled. Another example of time wasted by CB + hostility towards good business.",1,,,
226,226,1580578182779977730,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 2, 'quote_count': 0}",@elainew70888908 @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th They deliberately refused to come. They told us they would not come because it was too much of an imposition for a large company. You and Andrew have no idea what you are talking about and didn't bother to find out before taking to Twitter in a rage and insulting everyone,2,,,
227,227,1580571783547060226,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",@SquireforNY @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th Not dues russell@why not take time to know difference I find this tweeting off the rails shake shack not first to not show for meeting with street life usually given number of times to show did office Will check why not show that is what should be done,0,,,
228,228,1580567599296847874,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@Kiddie_A @FiveGuys @dbks_daddy @shakeshack @Cente50 I’ll be ready for that day 😤,2,,,
229,229,1580560768545615872,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",TODAY!! Business with Bosse is going to SHAKE SHACK!🍔 Just opened! Drop-in between 4:30pm-6pm⭐️9601 S Santa Monica Blvd. ✨💖Come try sample bites 🍟 See you soon! @shakeshack #BusinesswithBosse https://t.co/qSdPvi0WER,7,,,
230,230,1580555439736901632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@SquireforNY @AFineBlogger @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC @NYCCOIB Shake shack does not pay dues no organization does they partner with east 86 st association to try to make community a better place and a cleaner area,1,,,
231,231,1580548847276740608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Kiddie_A @PatQb7 @FiveGuys @shakeshack @Cente50 All worth it https://t.co/soi9RBZd40,0,,,
232,232,1580533999641849856,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack To damn far. When is the Huntington Beach location going on?,0,,,
233,233,1580524648336265216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Keyes @shakeshack Glamorising cities 🥺 https://t.co/PH1qFDakGm,0,,,
234,234,1580523679338766336,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@jamesplloyd @shakeshack A giveaway to developers 😭,0,,,
235,235,1580521098512199680,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",current view (from @shakeshack 😱) https://t.co/3mdkWG10Up https://t.co/qdRdjvcCps,1,,,
236,236,1580506171667976192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack From Scotland to New York City! Also Vegas and closer to home in London. You need to open one in Edinburgh! 👍👍,0,,,
237,237,1580481329225150465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack Flew to NYC.,0,,,
238,238,1580471328917684224,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th I was not tying the two together. I was simply pointing out that they were positive contributors to the community, and not some pariah.",0,,,
239,239,1580469253169610758,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","اتمنى تكبرون الكيس مره ثانيه مب لازم يحصل فايت عشان نطلع العلبه !

@shakeshack https://t.co/pajgZEHy6W",0,,,
240,240,1580432433245147136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@shakeshack Sariyer , Istanbul Istinye Park 🔥🔥",0,,,
241,241,1580415362289774592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",¡Bien! ⁦@shakeshack⁩ llegará a #Tailandia en unos meses 😍🤤 https://t.co/PLhZ7xLah0,0,,,
242,242,1580412974061129729,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@PatQb7 @FiveGuys @dbks_daddy @shakeshack 😂😂😂 Wow! I’ll take you to any #FTTB game &amp; have @Cente50 drive  us.,1,,,
243,243,1580412453417930752,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@Kiddie_A @FiveGuys @dbks_daddy @shakeshack First and last thing with those prices lol,1,,,
244,244,1580411985367248896,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","I’m humble, so I’ll go grub at @FiveGuys &amp; take my compa @dbks_daddy to @shakeshack. https://t.co/J7wXOUikWD",0,,,
245,245,1580394862959943680,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@AFineBlogger @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th So my statement was accurate then. Great that they want to support community but giving to your org doesn't mean they should get special treatment compared to local small businesses,0,,,
246,246,1580386120390483971,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@shakeshack @firstwefeast In fact, tell me exactly what this magical order is and I’ll attempt it at my local Shakeshack and post the pics.",0,,,
247,247,1580385147492663297,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack @firstwefeast If only it looked like that in reality.,0,,,
248,248,1580384184035868672,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@SquireforNY @elainew70888908 @WillBrightbill @CB8M @shakeshack @East86th They previously donated a small portion of sales of a specific ""concrete"" to @East86th . It was greatly appreciated. I don't think we have that arrangement any longer. Evil big corp throwing a couple bucks to contribute to community. Should this be discouraged?",0,,,
249,249,1580383119449894913,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@AFineBlogger @EricSpencerNYC @WillBrightbill @CB8M @shakeshack @East86th 👏🏼👏🏼👏🏼👏🏼,2,,,
250,250,1580382611398356993,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@elainew70888908 @WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th Andrew said they contribute a portion of sales. You may want to coordinate stories.,0,,,
251,251,1580382580532092928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack @firstwefeast I’ve never been. But I want to!,0,,,
252,252,1580380730235887616,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","Just got off @wmata in #Ballston. Young black woman in a @shakeshack work shirt hops the turnstile at #DCmetro.
I turn to the guy in the #WMATA-patched blazer, and he shrugs, ""Hey, man - In a few weeks, we can do something.""
I say, ""Oh, so I HAVE TO PAY?"" He says, ""Look, 1/2",1,,,
253,253,1580378701836869632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack 3 months,0,,,
254,254,1580375949316538368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th Does not give to East 86 st provides food to volunteers who clean and pick up on clean up day. Too bad cb8 does not work to have clean community  seems to leave to others.,2,,,
255,255,1580371343526088704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@SquireforNY @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC @NYCCOIB Hmmm. ""Status as public employee"" job description does not include defending status quo of CB8! I seriously almost pulled a stomach muscle when reading your description of my argument as a ""vicious attack""!!! Still laughing. And your characterization of cheeseburgers, way off!",0,,,
256,256,1580369695169208320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@SquireforNY @AFineBlogger @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC @NYCCOIB You should subscribe to Upper East Site. You’ll learn something.,1,,,
257,257,1580369410094559232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@BillyFreelandNY Why am I copying @NYCMayor ? I dunno, maybe he would be interested in how CB that he is now living in operates? Maybe @MarkLevineNYC would be too. My point with @shakeshack was simple. It was a technicality. They are a good neighbor, call them back 2 board, don't get bent.",0,,,
258,258,1580369013410234369,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@AFineBlogger @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC @NYCCOIB Also, they demanded special treatment because they are a large corporation. We simply said they should do the same thing that every small business does, as required by law. If it's not too much of an imposition for a small biz, then SS can do it too. That's all this is about.",1,,,
259,259,1580368435267399681,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}","@AFineBlogger @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC @NYCCOIB You viciously attacked the board and then as soon as someone pushed back, you immediately went to his status as a public employee. The only person here who seems to think he should be immune from criticism appears to be you. You said you support them b/c they pay dues to your org",1,,,
260,260,1580368408780029953,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@shakeshack I sucked the hot manager's dick at the @ApplebeesNY I worked at so he would bring me some better food

Not sure if you meant it like that tho",0,,,
261,261,1580367954771791872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@dailysuz @shakeshack Oh come on @shakeshack you know that ain’t ok. I’m sure it was an oversight, so make it right.",0,,,
262,262,1580367067303530497,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","@EricSpencerNYC @WillBrightbill @CB8M @shakeshack @East86th 100%. Thanks @EricSpencerNYC . Our current @CB8M is lacking focus, priorities, efficiency and community involvement  Time for reform.",3,,,
263,263,1580366113598500866,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@BillyFreelandNY @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC I am copying BP because he has a roll in appointing members to the Community Board and I sure as heck wish we had more sane folks on board like Elaine Walsh, who is no longer. 2nd, if you were not at the meeting, get back to me after you review the tape.",1,,,
264,264,1580364745710112768,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC @NYCCOIB Wow. ""Advocating"" for ""position of Board"" includes being critical + accusatory of a comm org? Accusations of corruption b/c @shakeshack fed random vols who care enough to clean streets for nothing. Smh. I described feces on the street as ""shit"". Virgin ears?
@SquireforNY @cb8m",0,,,
265,265,1580363159793152000,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","hi @shakeshack when will your Canton, Baltimore MD location open 🥺👉🏽👈🏽

it's on my way home and the drive thru would make me make lots of great decisions",2,,,
266,266,1580361014641856512,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","@AFineBlogger @WillBrightbill @CB8M @shakeshack @East86th @MarkLevineNYC 1st, why are you copying in the BP?

2nd, while I wasn’t at the mtg &amp; would like to know the details, we must be consistent. Either we expect businesses to show up for applications or we don’t. If we want to carve out an exception corporate change apps, it must apply to everyone.",3,,,
267,267,1580360179178418176,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@AFineBlogger @CB8M @shakeshack @East86th @MarkLevineNYC 1. The job of a ""DM"" is to advocate for the positions of their board. 
2. You literally are describing corruption. Quid pro quo - look it up or call @NYCCOIB 
3. They are a multi-nat'l corp, they shouldn't be given a special pass
4. Swearing while calling me inappropriate... cool",2,,,
268,268,1580359944221904896,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","@WillBrightbill @AFineBlogger @CB8M @shakeshack @East86th This dumb. Upper part of the east side quickly reverting back to the bad old days. Community Board should be persuading, not dissuading business. And focus on the actual priorities of the neighborhood.",4,,,
269,269,1580358131842179073,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}","Gee @WillBrightbill is this an appropriate comment for ""District Manager"" of @cb8m ? ""Free burgers""? Yes. @shakeshack generously fed @East86th vols that schlepped streets picking up things like needles, garbage, and shit, literally. Community action, not talk! 
@MarkLevineNYC https://t.co/79JsG4omCN",1,,,
270,270,1580355603578306560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@cosmoksmom @shakeshack It was good! Had the bacon cheeseburger, cheese fries and the apple cider donut shake as a reward for some recent hectic days. Delivery was a breeze too.",1,,,
271,271,1580354427353194496,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@Gretchen415 @shakeshack What did you think?? Haven’t tried it yet,1,,,
272,272,1580353292265148416,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 1}","@AFineBlogger @CB8M @shakeshack Wow. Because a restaurant gives free burgers to @East86th, they should be able to blatantly ignore invites from a city agency to present their application? They must be far superior to the mom&amp;pop restaurants who actually follow those same rules and should be given a exception...",4,,,
273,273,1580346490014556160,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}","Different location, same vibes 

@shakeshack 

#football #lineman #bigs #weekly #lunch #highschool https://t.co/4UW6HWNTqW",6,,,
274,274,1580345948303405056,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack your hot ones burger was not spicy ………. https://t.co/Yp3Msaan9I,0,,,
275,275,1580343631822565376,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 11, 'quote_count': 1}","Wow. Another great article about @CB8M with wrong priorities, wrong targets, like @shakeshack and wrong interpretation of their roll in the ""community"".
https://t.co/kRacMMCyPX",11,,,
276,276,1580336692854403074,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@TaotaoTasi @shakeshack I ordered dinner once from the completely wrong state after traveling . Talk about a bad app. Hope you eventually get your dinner .,1,,,
277,277,1580334946501021697,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}","I ordered a burger and fries at the @shakeshack in Navy Yard when I meant to order for the Wharf. It should be ready in 5 minutes. The order is for ""Bucky Taotaotasi."" I encourage you to go steal it and I encourage Shake Shake to make a better app.",4,,,
278,278,1580333967588196352,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack is it too much to ask for ketchup when ordering online? Like there's no option nowhere there's no way to edit there's no way for me to even put can I get some ketchup with my fries and you just sell me dry ass fries.... Why are you hoarding your ketchup? Lmao #dumb 👎🏾,0,,,
279,279,1580333015078940672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@dailysuz @shakeshack Unacceptable.. and really kind of embarrassing for those of us who gave those gift cards to people as, you know….GIFTS! 🤦🏻‍♀️ C’mon now @shakeshack!!😠",1,,,
280,280,1580331828124168193,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",Not @shakeshack telling me a gift card that clearly states “will never expire” isn’t worth anything and they are keeping my money. Just because they switched vendors and didn’t communicate it to anyone. No email. No message in app. No warning. Pretty sure that constitutes theft.,2,,,
281,281,1580327942357254144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack fire this bitch https://t.co/OE8EtSSRzy,0,,,
282,282,1580323812163608577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@shakeshack Before probably would have gone back to Vegas, but thank goodness some Chicago locations popped up 😂 @emma_bee",1,,,
283,283,1580321235249950720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@shakeshack You buyin',  I'm flyin'..!  250 miles MOL.",0,,,
284,284,1580315214611771392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Here for heat 🔥 @shakeshack is giving their classics a kick with new (and HOT) ingredients made possible by First We Feast’s viral YouTube series, Hot Ones™. Now available. https://t.co/cnipS1QyDm https://t.co/3SA33ZEWSH",0,,,
285,285,1580314707558158336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Here for heat 🔥 @shakeshack is giving their classics a kick with new (and HOT) ingredients made possible by First We Feast’s viral YouTube series, Hot Ones™. Now available. https://t.co/lw0OZJf8j1 https://t.co/tbD4VjnnzZ",0,,,
286,286,1580309771890339840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cultivating Disciples…on the court AND 1 on 1 at @shakeshack !!!!

Thank you for your generous, giving to make amazing conversations and food happened last night! @ Country Club Plaza https://t.co/F8Rf78O67X",0,,,
287,287,1580306663117967363,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack LA to London (pre LA having any locations)… ps a British guy asking who had the bacon shack burger remains a core memory of joy in my life. The accent and the food were delectable!,0,,,
288,288,1580305778556407808,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","I went to 4 different @ChipotleTweets each was out of 3 or more items. Ok fine, I stop at @shakeshack Edina and BOOM 💥 get food poisoning. I need my $ back at minimum.",0,,,
289,289,1580299626552315904,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Idk if it was my tweet but now they building one in VGS👀 @shakeshack https://t.co/UEAWoaQFsi https://t.co/voiR5peS98,0,,,
290,290,1580286855433838593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CryptoEr1cc @shakeshack Looks so good 😭,0,,,
291,291,1580286239822925824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",@shakeshack Drive 2 hours bc you won’t get a location in Grand Rapids.,4,,,
292,292,1580271335481442304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack 2.5 hours from Maine to Boston…but it’s not worth the drive anymore without the ShackCago Dog.,0,,,
293,293,1580265083007303681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@shakeshack Detroit from Toronto-  5 hours one way https://t.co/Y1eJsfgz2O,1,,,
294,294,1580264282687967237,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@shakeshack When they were good, they were very good.",1,,,
295,295,1580260491947311104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack From The Bronx to Madison Square,0,,,
296,296,1580256692792885248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Gretchen415 @shakeshack Thanks for asking.  He is feeling well but has to return to the doc next Monday.,1,,,
