,Unnamed: 0,id,public_metrics,text,likecount,lang,author_id,created_at,edit_history_tweet_ids
550,553,1581942646162878465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jxmmy_m @Gengho_Khan @LaPinup_Mi @Wendys @ReggieBush The point is.... It was illegal then dummy.,0,,,,
551,554,1581939015636639744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys  can you open restaurants in Saudi Arabia please I want to eat some real food not garbage McDonald’s 😡,0,,,,
552,555,1581934989977210880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys I heard from ligma that you were bought out by @McDonalds , is that true ?",0,,,,
553,556,1581931603429031936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys https://t.co/5HoH2LDpHu,0,,,,
554,557,1581931506129195008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys https://t.co/5HoH2Llgtm,0,,,,
555,558,1581931472998477824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @Twitch https://t.co/5HoH2Llgtm,0,,,,
556,560,1581931208711495681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys the ice cream machine at McDonald’s is broken again, what do I do?",0,,,,
557,561,1581930677196722177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys ok,0,,,,
558,562,1581929542523838465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys #مهسا_امینی 
#Oplran",0,,,,
559,563,1581929526124498944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@idlewildgirl @Wendys Curse you dark kitchens,1,,,,
560,564,1581928647115821056,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@danieljmckee @Wendys It seems to just be delivery for now,0,,,,
561,565,1581928646427967488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys @Twitch That looks good, unfortunately all your shops closed in Hong Kong",0,,,,
562,566,1581928556405223425,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys @ReggieBush #مهسا_امینی 
#Oplran",0,,,,
563,567,1581928330206785536,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@idlewildgirl @Wendys I’m in Manchester tomorrow as well,1,,,,
564,568,1581928081912369153,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@danieljmckee I didn’t know we had them over here! I love you @Wendys,0,,,,
565,569,1581920553346433024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys macdonalds is better,0,,,,
566,570,1581918958256431108,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 1}",.@Wendys what do u think about adding cheeseburgers to #bdsm porn videos... .@Pornhub can we get some input,9,,,,
567,571,1581912779610431489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys mini choc frosty always be hittin the spot. 😋,0,,,,
568,572,1581910889619259392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @MieleJoanna u kno what time of the year it is!,0,,,,
569,573,1581909814732464131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys what would you think if Elon Musk bought Wendy's the same way he bought twitter?,0,,,,
570,574,1581907263140548608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys It’s not good,0,,,,
571,575,1581906518370574336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys French Toast Popcorn Please https://t.co/kGqWboMpq9,0,,,,
572,576,1581905880924422146,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@IMNOTABOT333 @Gengho_Khan @LaPinup_Mi @Wendys @ReggieBush as was and is every division 1 athlete worth a damn. what is your point.,0,,,,
573,577,1581900924418609152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys If the French toast things were soaked in vodka maybe…,0,,,,
574,578,1581900179908984833,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CDawgVA Facts. @Wendys is by far the best fast food place,0,,,,
575,579,1581898785411592193,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@LisaBarlow7 @NikFrmDetroit @BravoTV @Wendys I'll trade you a bucket of Wendy's French toast stick for your checkmark.,2,,,,
576,580,1581897149100351491,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@BravoTV @Wendys The tweets you see late at night... 
Are rather entertaining..",1,,,,
577,581,1581895218332254208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@portjonesy @Wendys it's it's so annoying how hackers hack people's account, but all thanks to #nova_hack4# on Instagram he helped me recover my account he is so genuine and he is reliable.   https://t.co/cOVZB3e2VS",0,,,,
578,582,1581894999213428736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","⁦@Wendys⁩ 12:30 PM est
An #artist schedule volatile. Haven’t eaten in 24 hours drive miles on I-40 to #Wendys rather ⁦@CookOut⁩ w/in walking distance sons consult internet to be certain you’re open… you were but you weren’t you owe me a million for creative time lost https://t.co/LXJDE5hEIi",0,,,,
579,583,1581890666640330752,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@RinsOreos @Wendys You wanted deformed sonic you get deformed sonic,0,,,,
580,584,1581890433365381120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@IslandBoy2509 @poorqualitymp3 @Wendys @ReggieBush Especially now that 19 year olds literally make millions,0,,,,
581,585,1581890192843034624,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",@BravoTV @Wendys Who eats dry French toast sticks? https://t.co/AgYjp1vcG0,8,,,,
582,586,1581889932301586432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys them nasty af onm,0,,,,
583,587,1581889405890965505,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BurgerKing I bet you 500 dollars you can't do nun to @Wendys,0,,,,
584,588,1581888099319435266,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Wendys @lust4lifelaura If i met a genie i would soend one wish to send every corporate social media account member into an endless pit of suffering for the rest of time.,1,,,,
585,589,1581887235787718656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys @ReggieBush Stream midnights oct 21st 
https://t.co/XufIxQajto",0,,,,
586,590,1581884957667909638,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}","@BravoTV @Wendys This ad makes no sense whatsoever. What does popcorn have to do with french toast. That's like ""why watch tv on a tuesday when you could buy a Toyota?""",11,,,,
587,591,1581884484559200256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DailaDotEth Bahaha....I got a free booklet of them for a donation last year and they were all expired...fml
@Wendys rugged me",0,,,,
588,592,1581878363051786240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@portjonesy @Wendys Honestly, i prefer you reach out to @SOFTSPY27 on Instagram he unbanned mine
A week ago",0,,,,
589,593,1581878147821162496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@portjonesy @Wendys Don’t TRUST ANY COMMENTS HERE I’VE BEEN SCAMMED TWICE IF YOU NEED HELP WRITE TO @Softspy27 ON INSTAGRAM TO HELP YOU.HE IS LEGIT👍,0,,,,
590,594,1581878079290757120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys just wanna see if y’all would actually reply,0,,,,
591,595,1581876333822427136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@sglasbrenner05 @GrandpaApes @Wendys 😂😂😂,0,,,,
592,596,1581875817054760961,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 1, 'quote_count': 1}",@Wendys why is there mold on my salad? 🤔  #wendy #food #foodie #southwestsalad https://t.co/12L9CwOHuo,1,,,,
593,597,1581875659961311233,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@kuarkland @Wendys ♥️♥️,3,,,,
594,598,1581874957822218240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Wife was told by a sign that smiling was good for the soul and ahhh the mood was not read and she said and I quote “ smiling is good for the soul .. I’ll rip your fucken heart out” thanks @Wendys 😂,1,,,,
595,599,1581873702907494402,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@benjatheking94 @Wendys @ReggieBush I'm voting for Doja Cat for Favorite Female R&amp;B Artist at the #AMAs,0,,,,
596,600,1581873640718495744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush I'm voting for Doja Cat for Favorite Female R&amp;B Artist at the #AMAs,0,,,,
597,601,1581873186823491585,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@itsLinwoodfr @aintnosafeplace @Wendys LMFAOOO,0,,,,
598,602,1581872656005353472,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@NikFrmDetroit @BravoTV @Wendys You wish this were true ♥️♥️♥️.,1,,,,
599,603,1581867933629698048,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @KnightKraken191 Please give us Vanilla back https://t.co/b7QCEFePIY,0,,,,
600,604,1581867427838627840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Waited an hour in Wendy’s line just to finally get up to order for the worker to say they closed at 12 when it was 12:02 . @Wendys have some fucking decency,0,,,,
601,605,1581861971481489442,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys 👀 https://t.co/AHnIl920Bb,0,,,,
602,606,1581861970059595776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@DoorDash @Wendys why https://t.co/YBZVeadTkR,0,,,,
603,607,1581860562426015745,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Why would pretzel be good in a burger!!!,0,,,,
604,608,1581859596016054274,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@GaneLanes @Wendys pack em bro,0,,,,
605,609,1581859351668531200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys The rest of the world watching America like... https://t.co/B2oKGMelAR,0,,,,
606,610,1581859303173984256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys my fries were NOT hot &amp; crispy tonight😠,0,,,,
607,611,1581859153840332801,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","don’t think we forgot about the @Wendys Frosty Freeze Out!
#FlyEaglesFly",0,,,,
608,612,1581858099765223425,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",hey @Wendys im the biggest pretzel bacon pub cheeseburger fan i've had like six this week,1,,,,
609,613,1581858029926244352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys PLEASE bottle the ghost pepper ranch,0,,,,
610,614,1581857902423220224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@3eyezmug @DoorDash @DashThaPikmin @Scudwulf @AmongUsGame @Wendys,1,,,,
611,615,1581856449642496000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys what happened https://t.co/orvIG4Vo04,0,,,,
612,616,1581855689130983424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys when are you coming to India 👀,0,,,,
613,617,1581854554609504257,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@sonicbros8 @Wendys What the fuck,0,,,,
614,618,1581853570583797761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@BravoTV @LisaBarlow7 @Wendys @CastingCouch,1,,,,
615,619,1581850910518497280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@wendys thoughts on McDonald's,0,,,,
616,620,1581850381201858560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","@PumaLegalTeam @Wendys I thought Jeff Davis was the spokesperson for the Wendy's value meal. ""There's only one number you need to remember, and that's FOUR."" Besides, Tariq is going to move off four.",2,,,,
617,621,1581850108840136704,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@Wendys  I finally got to order… I’ll let you know when I get my French fries. @McDonalds  get in on this,0,,,,
618,622,1581849685643231232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Anybody has the burger picture in reality?,0,,,,
619,623,1581849366280957953,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",@BravoTV @Wendys I've never thought.. damn I want popcorn..  ohh wait I have French toast sticks,4,,,,
620,624,1581849095357931522,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@RickandMorty @Wendys 😂,0,,,,
621,625,1581848811378393089,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @Twitch LMFAO Wendy’s is coming for everyone’s necks,0,,,,
622,626,1581848631300173827,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush Ngl,0,,,,
623,627,1581848373480808448,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@stantradingman @Wendys @McDonalds That’s awesome! Definitely worth an email to their franchise management. I appreciate seeing good stuff like that today. It’s rare!,1,,,,
624,628,1581848085566586880,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys Airdrop:MAGICDOGE
Reward Total:1000USDT &amp; 5.000.000 $MGD
✅Top1:300USDT
✅Top2:200USDT
✅Top3-5:100USDT
✅Top6-20:40USDT
✅Top21-100:62.500 $MGD
End:21th Oct
Join:https://t.co/MW1M2At4wo 
https://t.co/kH7F86J9eT
@magicdogeglobal

#dogecoin #BSC #MAGICDOGEBNB

#60",0,,,,
625,629,1581847573911851009,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Won 8th battle. W W W W L W W W. This is great! Now I can get ready for my long #scratcher adventure #walk. I'll update you with my visits to 🐚⛽🚉, 🔰⛽ stations, @Wendys, @7eleven, Local Liquor Store, @McDonalds, &amp; @TacoBell. Wish me luck everyone &amp; have a great #Sunday night.",0,,,,
626,630,1581847011271540736,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@Wendys  I love how your twitter is savage but your night service sucks been waiting for about 15min on the drive thru what up with that!,0,,,,
627,631,1581846290157035521,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",@NARUP00 yooooo @Wendys concert?,3,,,,
628,632,1581846087408979968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Thank you @Starbucks for always having a clean bathroom. You’re always our go to because it’s always safe and clean. Unlike @Wendys that had poo smeared everywhere and got our order wrong after waiting an hour. Ughhhh.,1,,,,
629,633,1581845798215507969,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys y’all need to do better about the sauces 😭 how hard is it to throw some ghost pepper ranch in there for my nuggets.,0,,,,
630,634,1581845459898798080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CFBONFOX @Wendys https://t.co/MHg5YNHuCD,0,,,,
631,635,1581844412229115905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@portjonesy @Wendys Message @reels_cr4ck_ she can help you out,0,,,,
632,636,1581844099157856257,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@ryanmcbay @WojakSatoshi @chikn_nft @avalancheavax @Wendys Week later no burgers or fries,  no response.  Hmmmm",2,,,,
633,637,1581843938373033985,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys how in the hell would you fire this man. The manager fired him because he couldn't do his job like a ""normal"" person. Wtf. I hope you put that manager in check. How could you treat this man who gave 22yrs of his life. https://t.co/4YsEOJRvUV",0,,,,
634,638,1581843930370306048,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",I believe @Wendys just found their new spokesperson #FourForFour https://t.co/Nsf0o9kI0l,7,,,,
635,639,1581843793053356033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys @ReggieBush no ur mom is Biggie Bag 🤣🤣🤣🤣🤣🤣 @Wendys https://t.co/LMe0VH7FCH,0,,,,
636,640,1581843425430999041,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Ordered a Number1 Double from #Wendys @Wendys 
Was charged for a baconator - which I was told was the same$ (it was more after I check after leaving the drive thru)
Got home- they gave me a single number 1
Epic fail- not to mention - they messed up last weekends order too. #sad",0,,,,
637,641,1581843190411563009,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Wendys, what are the ingredients to @McDonalds meat products?",0,,,,
638,642,1581842921648947201,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LisaBarlow7 @Wendys Omg. No way! 6? For real? Wow. That must've been...hard?  Achievement unlocked I guess. I don't know. Got enough attention yet?,0,,,,
639,643,1581842463907778560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@bdhand1 @Wendys 👍,0,,,,
640,644,1581842098717806592,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 25, 'quote_count': 0}",@Seahawks @_Tariqwoolen @Wendys get him a 4 for 4,25,,,,
641,645,1581841172053471232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@wendys commercial for the goodfella https://t.co/QhtZhBYlli,0,,,,
642,646,1581841038536110080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Yo Wendy’s why do yo fries taste like SpongeBobs dick @Wendys #imjustsayin,0,,,,
643,647,1581840160857403393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Did I hear @Wendys ? https://t.co/kHU2RKc456,1,,,,
644,648,1581840084067708929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@itsLinwoodfr @Wendys 😂😂💕,0,,,,
645,649,1581840068079411200,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}","@Wendys ordered in the app, burger combo with a plain baked potato with a strawberry frosty for a drink.  Another burger combo with chili and a soda. Chicken nuggets, another chocolate &amp; strawberry frosty and then a small choc frosty.",0,,,,
646,650,1581839995861884929,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@aintnosafeplace @Wendys You right 😂😂,0,,,,
647,651,1581839893936099328,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@itsLinwoodfr @Wendys Stinka you eat dem biggy bags, just say that. https://t.co/8SQu3aGLli",0,,,,
648,652,1581839619930599426,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys send the deal https://t.co/z1O9cTKm4G,0,,,,
649,653,1581839487486685185,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@aintnosafeplace @Wendys The classicism is crazy. Not everyone can be rich like you and afford groceries 😂,0,,,,
650,654,1581839251511332864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",WHY TF DOES WENDYS STILL HAVE THE STRAWBERRY FROSTY I WANT VANILLA BACK @Wendys DO SOMETHING,0,,,,
651,655,1581839215939112960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Wendy’s has terrible fries 🍟,0,,,,
652,656,1581839113288052736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys I don’t know if the Wendy’s in Charlotte near UNCC is under new management but this was the worst experience I ever had.The crew was totally disrespectful for no reasonThen gave us the wrong order did not let us return it to get or correct orderI want to speak to manager,0,,,,
653,657,1581838903442825217,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@itsLinwoodfr @Wendys I cook and eat at home. https://t.co/LrFDeR96vR,1,,,,
654,658,1581838535946276867,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@aintnosafeplace @Wendys What would u eat instead? Burger King????,1,,,,
655,659,1581838427372548096,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@itsLinwoodfr @Wendys You eat Wendy’s? Like willingly 🤢 baby let me save you from the slums,0,,,,
656,660,1581838200410370049,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@aintnosafeplace @Wendys This a miss 🥱,1,,,,
657,661,1581836817321857024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@DavydRochette Retweet to spread awarness 🙏@MrBeast @Drake @BarackObama @BillGates @elonmusk @KimKardashian @LewisHamilton @CarlosR @xSqueeZie @Wendys @MikeTyson @EyeOfJackieChan @E_Duhaime @EA @Cristiano @slackolepinch @RadioCanadaInfo @POTUS @PresidenceGA @Fleshlight @LanaRhoadess,0,,,,
658,662,1581836313808240644,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@PJKryjeski @Wendys Lol all this for a spider,0,,,,
659,663,1581835312015122432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys why it looks like tofu,0,,,,
660,664,1581834982561284096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Yooooo @Wendys  girl is up in this place @FastFoodPunks 🍔🔥🔥🔥 https://t.co/qQhksHR1aq,1,,,,
661,665,1581834628565897216,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@Wendys I don’t even know where to start.  This is the second time in a week that my local(closest) Wendy’s was horrible, lied to our faces multiple times, the frosty’s were foamy, liquidy and warm.",0,,,,
662,666,1581833794390065152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",BRING BACK THE VANILLA FROSTY DAMNIT @Wendys,0,,,,
663,667,1581833446929768449,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@BlackLabelAdvsr @Wendys LOL,1,,,,
664,668,1581833372518653953,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@Bannedforself @Wendys says hi,0,,,,
665,669,1581832968623964160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Bobbyb80 @McDonalds @BubbaWallace @Wendys 😩🤣🙄,0,,,,
666,670,1581832765946748929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys Hahaha I’m crying rn,0,,,,
667,671,1581832653703041028,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@McDonaldsCorp @BurgerKing @Wendys @kfc @tacobell  is it true that faecal contamination of the carcass in the slaughter plant is simply unavoidable?,0,,,,
668,672,1581832377742942208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@jb51083 @MarcoAndretti @DoorDash @McDonalds @Wendys The fact that you think this did anything is funnier than the entire situation 🤣😂🤣,1,,,,
669,673,1581832368259678212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys your food is exquisitely fine don’t ask why I’m tweeting this,0,,,,
670,674,1581832111740571648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hey @Wendys I want to see if this is true that you are a savage. Wendy’s =&lt; McDonalds 🤨🤨🤨,0,,,,
671,675,1581831848178896897,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Still really questioning @McDonalds for sponsoring @BubbaWallace after his actions. I know for sure our family will not eat @McDonalds again. Bring on the @Wendys,0,,,,
672,676,1581831031908225024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wait at @Wendys drive-thru leaves one dead. We've all been frustrated by long lines...but to die for it??

https://t.co/MmFwnGpjVs",0,,,,
673,677,1581830012118110210,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys your food is so good that I blew up a McDonalds with a bomb made from your burgers.,0,,,,
674,678,1581829764607680512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Cardi b aint got nothing on @Wendys 🥶🥶🥶🥶🥶🥶🥶,0,,,,
675,679,1581829059536830464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",.@Wendys needs to bring back the Bacon Mushroom Melt,0,,,,
676,680,1581828782323027968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys She looks like they’re pointing a gun at her head if she doesn’t promote them 😂,0,,,,
677,681,1581828720347971584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@BravoTV @Wendys If it was some chicken in there you really would’ve been winning,2,,,,
678,682,1581828545889779712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys https://t.co/MHg5YNHuCD,0,,,,
679,683,1581828335365394432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@sglasbrenner05 @GrandpaApes @Wendys Lol https://t.co/LJlUKm9Cty,2,,,,
680,684,1581827426895953920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Wendys why don't you offer whole wheat hamburger buns for diabetics?,0,,,,
681,685,1581827111026716672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@m16_Is_Dead Sir...This is a @Wendys https://t.co/Aj078xeJqr,2,,,,
682,686,1581826985177001984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BravoTV @Wendys Shameful of Lisa to promote these horrible sticks,0,,,,
683,687,1581826706389622784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Grimstyles661 @ReggieBush @Wendys those are the best commercials lol,0,,,,
